Comment_ID,Task_ID,Employee_ID,Comment_Text,Comment_Type,Visibility,Created_DateTime,Edited,Sentiment,Likes
CMT010891,TASK-18160,EMP246,Monitoring the application after deployment.,Investigation,Internal,2025-10-27 01:06:35,Yes,Negative,8
CMT010892,TASK-16641,EMP026,Fix developed and submitted for code review.,Deployment,Internal,2026-05-05 17:06:40,No,Negative,10
CMT010893,TASK-18043,EMP257,Changes deployed to the development environment.,Testing,Public,2024-10-25 05:57:35,Yes,Positive,2
CMT010894,TASK-15656,EMP029,Changes deployed to the development environment.,Review,Public,2024-07-20 18:18:45,No,Positive,0
CMT010895,TASK-14227,EMP072,Root cause identified and under analysis.,Update,Internal,2025-02-26 11:38:53,Yes,Neutral,4
CMT010896,TASK-17497,EMP190,Task blocked due to external dependency.,Testing,Public,2026-05-01 06:40:55,Yes,Negative,0
CMT010897,TASK-16525,EMP171,Performance optimization implemented.,Investigation,Public,2025-01-05 20:03:10,Yes,Positive,1
CMT010898,TASK-18380,EMP438,Monitoring the application after deployment.,Investigation,Internal,2026-03-22 21:06:32,Yes,Negative,6
CMT010899,TASK-15158,EMP201,Fix developed and submitted for code review.,Testing,Internal,2025-10-01 14:34:20,No,Negative,1
CMT010900,TASK-14533,EMP166,Dependency updated successfully.,Review,Internal,2025-11-01 16:24:57,No,Negative,10
CMT010901,TASK-13371,EMP280,Unable to reproduce the reported issue.,Customer Reply,Internal,2025-02-14 07:48:06,Yes,Negative,10
CMT010902,TASK-15605,EMP329,Testing completed successfully.,Testing,Public,2024-09-22 13:20:03,Yes,Negative,4
CMT010903,TASK-11958,EMP013,Task blocked due to external dependency.,Review,Public,2025-11-23 16:23:32,Yes,Negative,7
CMT010904,TASK-16940,EMP173,Security validation completed.,Customer Reply,Public,2024-10-13 09:24:08,No,Neutral,3
CMT010905,TASK-12548,EMP113,Waiting for QA validation.,Deployment,Public,2026-05-09 01:59:52,No,Positive,10
CMT010906,TASK-16960,EMP340,Database migration completed.,Review,Public,2025-12-22 19:34:36,Yes,Negative,6
CMT010907,TASK-16154,EMP116,Production deployment scheduled.,Testing,Public,2025-12-31 18:11:29,No,Negative,9
CMT010908,TASK-12839,EMP475,Testing completed successfully.,Review,Internal,2026-02-19 05:45:36,No,Neutral,0
CMT010909,TASK-14275,EMP341,Issue reproduced successfully.,Customer Reply,Internal,2025-11-18 08:29:31,No,Positive,9
CMT010910,TASK-15139,EMP123,Fix developed and submitted for code review.,Testing,Internal,2025-01-15 01:01:02,Yes,Neutral,2
CMT010911,TASK-15660,EMP318,Code review completed successfully.,Customer Reply,Public,2025-10-26 07:29:25,No,Negative,6
CMT010912,TASK-15332,EMP129,Issue reproduced successfully.,Investigation,Public,2024-08-08 10:48:13,Yes,Negative,5
CMT010913,TASK-11725,EMP150,Issue reproduced successfully.,Update,Public,2025-09-22 08:41:55,No,Positive,8
CMT010914,TASK-18803,EMP118,Database migration completed.,Review,Internal,2025-05-18 08:12:43,No,Negative,8
CMT010915,TASK-13252,EMP280,Security validation completed.,Investigation,Public,2024-12-12 06:34:10,No,Negative,10
CMT010916,TASK-17311,EMP024,Deployment completed in UAT.,Update,Internal,2025-02-14 11:50:24,No,Negative,4
CMT010917,TASK-19651,EMP312,Task blocked due to external dependency.,Deployment,Internal,2026-06-02 20:26:45,Yes,Positive,10
CMT010918,TASK-19468,EMP143,Testing completed successfully.,Deployment,Public,2025-03-25 12:00:35,Yes,Neutral,2
CMT010919,TASK-18161,EMP107,Deployment completed in UAT.,Investigation,Public,2024-08-15 16:52:22,No,Neutral,4
CMT010920,TASK-14941,EMP155,Root cause identified and under analysis.,Testing,Internal,2025-12-26 20:36:16,Yes,Negative,3
CMT010921,TASK-15524,EMP449,Production deployment scheduled.,Investigation,Public,2026-04-28 21:49:39,Yes,Negative,6
CMT010922,TASK-18973,EMP486,Production deployment scheduled.,Investigation,Public,2025-12-31 02:08:36,Yes,Positive,8
CMT010923,TASK-17791,EMP301,Customer confirmed the fix.,Update,Public,2024-07-10 04:27:10,Yes,Negative,7
CMT010924,TASK-16815,EMP409,Additional logs have been attached.,Deployment,Internal,2025-02-17 08:48:31,Yes,Negative,4
CMT010925,TASK-16068,EMP295,API response time has improved.,Investigation,Internal,2025-02-25 09:53:54,No,Neutral,8
CMT010926,TASK-18846,EMP181,Security validation completed.,Testing,Internal,2026-02-09 09:09:45,Yes,Negative,7
CMT010927,TASK-10015,EMP440,Changes deployed to the development environment.,Testing,Public,2024-10-23 01:20:08,Yes,Positive,1
CMT010928,TASK-19891,EMP046,Fix developed and submitted for code review.,Customer Reply,Internal,2026-03-04 04:19:47,No,Neutral,6
CMT010929,TASK-19154,EMP046,Additional logs have been attached.,Customer Reply,Internal,2026-03-15 20:38:44,Yes,Negative,7
CMT010930,TASK-10914,EMP160,API response time has improved.,Update,Internal,2025-02-28 23:36:47,Yes,Neutral,3
CMT010931,TASK-12632,EMP099,Monitoring the application after deployment.,Investigation,Internal,2026-05-17 03:26:07,Yes,Positive,0
CMT010932,TASK-11192,EMP211,Database migration completed.,Update,Public,2025-08-31 00:41:12,Yes,Positive,10
CMT010933,TASK-10861,EMP459,Production deployment scheduled.,Update,Public,2025-01-21 17:04:03,Yes,Negative,6
CMT010934,TASK-10827,EMP282,API response time has improved.,Review,Internal,2025-03-24 02:00:55,Yes,Negative,2
CMT010935,TASK-17951,EMP412,API response time has improved.,Deployment,Public,2025-03-13 21:14:02,Yes,Neutral,10
CMT010936,TASK-14447,EMP483,Unable to reproduce the reported issue.,Deployment,Public,2024-10-21 16:58:14,No,Positive,1
CMT010937,TASK-16236,EMP425,Root cause identified and under analysis.,Review,Internal,2025-12-13 04:34:17,Yes,Positive,5
CMT010938,TASK-18926,EMP146,Additional logs have been attached.,Testing,Internal,2025-05-06 23:44:03,No,Positive,2
CMT010939,TASK-11584,EMP071,Investigating the issue reported by the customer.,Testing,Public,2026-04-13 00:40:14,No,Positive,8
CMT010940,TASK-12463,EMP416,Security validation completed.,Testing,Public,2025-07-30 22:15:05,Yes,Negative,10
CMT010941,TASK-16194,EMP133,Deployment completed in UAT.,Customer Reply,Internal,2026-05-27 19:09:41,Yes,Neutral,7
CMT010942,TASK-18700,EMP368,Performance optimization implemented.,Customer Reply,Public,2025-04-12 00:13:35,Yes,Positive,6
CMT010943,TASK-13245,EMP088,Waiting for QA validation.,Testing,Public,2026-03-01 06:13:39,No,Positive,0
CMT010944,TASK-14152,EMP383,Issue reproduced successfully.,Customer Reply,Internal,2024-08-27 08:33:23,No,Neutral,8
CMT010945,TASK-18103,EMP039,Code review completed successfully.,Testing,Public,2025-04-08 00:44:26,Yes,Negative,8
CMT010946,TASK-10517,EMP120,Additional logs have been attached.,Review,Internal,2024-11-08 18:57:25,Yes,Negative,5
CMT010947,TASK-11057,EMP335,Production deployment scheduled.,Deployment,Public,2025-01-24 23:00:55,No,Positive,9
CMT010948,TASK-12618,EMP151,Testing completed successfully.,Review,Public,2024-10-09 18:22:07,No,Neutral,7
CMT010949,TASK-11339,EMP336,Security validation completed.,Update,Public,2025-01-10 07:39:23,No,Negative,5
CMT010950,TASK-19016,EMP183,Fix developed and submitted for code review.,Customer Reply,Public,2025-07-22 17:48:14,No,Negative,1
CMT010951,TASK-16464,EMP194,Security validation completed.,Deployment,Internal,2026-05-05 16:47:55,No,Neutral,4
CMT010952,TASK-18121,EMP383,Customer confirmed the fix.,Review,Public,2025-10-13 03:15:29,Yes,Negative,0
CMT010953,TASK-14060,EMP077,Testing completed successfully.,Deployment,Internal,2026-04-06 02:42:11,Yes,Positive,3
CMT010954,TASK-12961,EMP211,Fix developed and submitted for code review.,Testing,Public,2025-01-23 06:16:18,Yes,Neutral,0
CMT010955,TASK-18541,EMP090,Production deployment scheduled.,Customer Reply,Public,2024-10-29 03:41:43,No,Negative,10
CMT010956,TASK-10969,EMP322,Unable to reproduce the reported issue.,Review,Internal,2025-08-18 07:54:30,Yes,Positive,6
CMT010957,TASK-15448,EMP277,Performance optimization implemented.,Deployment,Public,2025-07-30 03:30:42,No,Positive,8
CMT010958,TASK-18664,EMP498,Root cause identified and under analysis.,Review,Internal,2025-05-01 23:56:15,Yes,Neutral,6
CMT010959,TASK-11892,EMP377,Security validation completed.,Investigation,Internal,2025-08-01 02:16:28,No,Negative,7
CMT010960,TASK-14165,EMP197,Performance optimization implemented.,Customer Reply,Internal,2025-06-28 16:40:01,Yes,Neutral,10
CMT010961,TASK-15351,EMP402,API response time has improved.,Review,Public,2024-10-29 14:58:59,Yes,Positive,3
CMT010962,TASK-18224,EMP023,Changes deployed to the development environment.,Investigation,Public,2025-01-28 11:13:08,Yes,Neutral,3
CMT010963,TASK-13236,EMP429,Production deployment scheduled.,Investigation,Public,2025-08-26 16:36:01,Yes,Neutral,9
CMT010964,TASK-18199,EMP327,Code review completed successfully.,Customer Reply,Public,2024-12-07 07:36:20,No,Negative,4
CMT010965,TASK-16663,EMP445,Dependency updated successfully.,Review,Internal,2024-08-29 22:52:55,No,Negative,4
CMT010966,TASK-15797,EMP009,Additional logs have been attached.,Testing,Internal,2026-05-19 04:45:28,No,Positive,7
CMT010967,TASK-14222,EMP322,Investigating the issue reported by the customer.,Customer Reply,Public,2025-04-10 09:27:30,No,Positive,1
CMT010968,TASK-14768,EMP069,API response time has improved.,Deployment,Public,2026-07-03 00:22:50,No,Neutral,6
CMT010969,TASK-19085,EMP255,Code review completed successfully.,Update,Public,2025-10-26 07:01:34,No,Neutral,9
CMT010970,TASK-19333,EMP403,Unable to reproduce the reported issue.,Review,Public,2025-04-10 00:00:52,No,Neutral,5
CMT010971,TASK-16930,EMP360,Deployment completed in UAT.,Customer Reply,Public,2026-01-10 08:28:50,Yes,Neutral,1
CMT010972,TASK-18556,EMP204,Performance optimization implemented.,Update,Internal,2024-08-22 03:05:30,Yes,Positive,3
CMT010973,TASK-13686,EMP268,Dependency updated successfully.,Testing,Internal,2024-10-25 13:59:49,No,Positive,1
CMT010974,TASK-10673,EMP280,Production deployment scheduled.,Deployment,Public,2025-08-30 20:04:43,Yes,Positive,1
CMT010975,TASK-12616,EMP076,Issue reproduced successfully.,Testing,Public,2025-10-13 15:53:21,No,Positive,5
CMT010976,TASK-13952,EMP353,Additional logs have been attached.,Customer Reply,Public,2025-03-18 09:04:39,Yes,Positive,3
CMT010977,TASK-16792,EMP084,Monitoring the application after deployment.,Update,Internal,2026-04-17 07:47:20,No,Positive,8
CMT010978,TASK-14039,EMP461,Changes deployed to the development environment.,Update,Public,2025-01-29 06:44:43,No,Negative,5
CMT010979,TASK-11440,EMP163,Monitoring the application after deployment.,Investigation,Internal,2026-02-12 20:03:52,No,Neutral,7
CMT010980,TASK-19329,EMP461,Security validation completed.,Testing,Public,2026-01-15 10:46:08,Yes,Neutral,0
CMT010981,TASK-13249,EMP484,API response time has improved.,Testing,Public,2025-10-12 09:01:59,No,Neutral,0
CMT010982,TASK-16975,EMP216,Investigating the issue reported by the customer.,Investigation,Internal,2025-02-23 00:11:01,Yes,Positive,0
CMT010983,TASK-13685,EMP068,Root cause identified and under analysis.,Update,Internal,2025-09-11 10:46:50,Yes,Positive,3
CMT010984,TASK-12135,EMP413,API response time has improved.,Review,Internal,2025-03-06 15:47:33,No,Negative,2
CMT010985,TASK-17325,EMP185,Deployment completed in UAT.,Testing,Internal,2026-05-31 05:21:35,No,Negative,3
CMT010986,TASK-18676,EMP206,Security validation completed.,Customer Reply,Internal,2025-08-10 00:09:43,Yes,Negative,2
CMT010987,TASK-10505,EMP345,Customer confirmed the fix.,Testing,Public,2024-11-05 06:11:52,Yes,Positive,9
CMT010988,TASK-13521,EMP469,Customer confirmed the fix.,Update,Public,2025-04-25 03:22:49,No,Negative,7
CMT010989,TASK-17916,EMP091,Task blocked due to external dependency.,Deployment,Public,2026-06-18 15:09:41,No,Neutral,8
CMT010990,TASK-16649,EMP389,Fix developed and submitted for code review.,Investigation,Internal,2025-05-31 04:28:51,No,Positive,10
CMT010991,TASK-19469,EMP080,Performance optimization implemented.,Update,Public,2025-05-13 06:50:41,No,Positive,4
CMT010992,TASK-16102,EMP036,Production deployment scheduled.,Testing,Public,2025-05-06 23:12:15,No,Positive,2
CMT010993,TASK-14017,EMP330,API response time has improved.,Review,Internal,2026-03-04 22:41:25,Yes,Positive,8
CMT010994,TASK-10177,EMP183,Database migration completed.,Investigation,Internal,2024-07-18 02:14:13,Yes,Positive,7
CMT010995,TASK-13907,EMP029,Performance optimization implemented.,Investigation,Public,2024-09-06 16:19:53,No,Positive,0
CMT010996,TASK-17591,EMP189,Database migration completed.,Update,Internal,2024-10-11 12:32:11,Yes,Neutral,2
CMT010997,TASK-10713,EMP494,API response time has improved.,Review,Public,2025-09-15 01:01:57,Yes,Neutral,1
CMT010998,TASK-13250,EMP221,Security validation completed.,Customer Reply,Internal,2026-02-27 14:17:59,Yes,Neutral,4
CMT010999,TASK-11588,EMP474,Testing completed successfully.,Testing,Internal,2025-09-08 00:31:01,No,Neutral,9
CMT011000,TASK-15646,EMP032,Dependency updated successfully.,Investigation,Internal,2024-12-08 11:04:52,No,Positive,9
CMT011001,TASK-17268,EMP325,Waiting for QA validation.,Update,Public,2025-12-08 13:28:55,Yes,Positive,10
CMT011002,TASK-19265,EMP074,Testing completed successfully.,Investigation,Public,2026-05-18 12:53:24,No,Negative,5
CMT011003,TASK-17598,EMP495,Task blocked due to external dependency.,Investigation,Internal,2024-12-15 02:19:53,Yes,Neutral,3
CMT011004,TASK-18951,EMP485,Issue reproduced successfully.,Customer Reply,Public,2025-07-14 11:46:23,Yes,Neutral,10
CMT011005,TASK-17017,EMP066,Unable to reproduce the reported issue.,Investigation,Internal,2025-01-19 06:57:57,No,Neutral,4
CMT011006,TASK-10948,EMP253,Fix developed and submitted for code review.,Customer Reply,Internal,2024-11-30 16:13:25,Yes,Negative,1
CMT011007,TASK-17425,EMP276,Performance optimization implemented.,Update,Internal,2025-12-29 01:20:22,Yes,Positive,1
CMT011008,TASK-14647,EMP250,Unable to reproduce the reported issue.,Testing,Internal,2024-09-03 08:28:53,Yes,Neutral,8
CMT011009,TASK-17057,EMP215,Dependency updated successfully.,Testing,Public,2025-03-13 07:14:38,No,Positive,8
CMT011010,TASK-18650,EMP326,Additional logs have been attached.,Testing,Internal,2024-09-27 12:52:08,Yes,Positive,1
CMT011011,TASK-10507,EMP202,Root cause identified and under analysis.,Review,Internal,2026-04-29 22:30:15,Yes,Negative,4
CMT011012,TASK-12509,EMP128,Root cause identified and under analysis.,Review,Internal,2026-05-13 18:53:05,Yes,Negative,4
CMT011013,TASK-17329,EMP101,Testing completed successfully.,Testing,Internal,2024-12-03 06:43:27,Yes,Positive,6
CMT011014,TASK-14535,EMP033,Deployment completed in UAT.,Investigation,Public,2025-05-24 22:50:30,No,Neutral,7
CMT011015,TASK-18016,EMP333,Issue reproduced successfully.,Investigation,Public,2024-12-12 14:51:28,Yes,Positive,3
CMT011016,TASK-12502,EMP321,Additional logs have been attached.,Update,Public,2026-02-01 09:25:16,Yes,Positive,4
CMT011017,TASK-12741,EMP004,Monitoring the application after deployment.,Investigation,Public,2024-11-16 11:08:42,Yes,Negative,9
CMT011018,TASK-13586,EMP403,Monitoring the application after deployment.,Update,Internal,2025-05-24 20:07:50,Yes,Positive,0
CMT011019,TASK-14471,EMP455,Investigating the issue reported by the customer.,Investigation,Public,2025-02-11 05:32:59,No,Neutral,7
CMT011020,TASK-11967,EMP026,Investigating the issue reported by the customer.,Review,Public,2024-07-19 06:07:07,No,Neutral,8
CMT011021,TASK-15718,EMP477,Waiting for QA validation.,Customer Reply,Internal,2025-04-29 10:54:32,No,Neutral,7
CMT011022,TASK-19380,EMP263,Monitoring the application after deployment.,Customer Reply,Public,2024-10-29 02:10:12,No,Neutral,9
CMT011023,TASK-14517,EMP384,Issue reproduced successfully.,Customer Reply,Public,2025-11-17 07:39:48,No,Positive,9
CMT011024,TASK-16732,EMP477,Issue reproduced successfully.,Deployment,Internal,2026-05-04 22:54:22,No,Negative,6
CMT011025,TASK-16667,EMP419,Monitoring the application after deployment.,Update,Internal,2026-01-29 09:21:19,No,Positive,3
CMT011026,TASK-16836,EMP479,Issue reproduced successfully.,Investigation,Public,2025-05-11 09:23:41,No,Neutral,4
CMT011027,TASK-19236,EMP116,Customer confirmed the fix.,Review,Public,2024-10-16 20:40:51,Yes,Neutral,6
CMT011028,TASK-18199,EMP124,Database migration completed.,Deployment,Public,2025-09-17 09:11:51,No,Negative,9
CMT011029,TASK-14207,EMP197,Root cause identified and under analysis.,Testing,Public,2026-07-03 10:23:28,Yes,Negative,0
CMT011030,TASK-17345,EMP013,Monitoring the application after deployment.,Investigation,Internal,2024-08-19 09:08:21,No,Negative,3
CMT011031,TASK-10694,EMP272,Database migration completed.,Deployment,Internal,2025-12-02 02:02:36,No,Negative,8
CMT011032,TASK-12244,EMP263,Task blocked due to external dependency.,Review,Internal,2025-05-10 20:05:28,No,Neutral,5
CMT011033,TASK-10433,EMP437,Monitoring the application after deployment.,Investigation,Internal,2026-04-20 20:29:41,No,Neutral,0
CMT011034,TASK-14690,EMP400,Fix developed and submitted for code review.,Update,Internal,2026-06-28 09:08:28,No,Positive,7
CMT011035,TASK-14613,EMP456,Root cause identified and under analysis.,Investigation,Internal,2024-07-31 14:14:22,Yes,Positive,4
CMT011036,TASK-19132,EMP393,Additional logs have been attached.,Testing,Internal,2026-06-28 09:29:15,Yes,Negative,3
CMT011037,TASK-11351,EMP300,Monitoring the application after deployment.,Review,Public,2026-06-05 12:38:43,No,Neutral,7
CMT011038,TASK-18819,EMP453,Investigating the issue reported by the customer.,Update,Internal,2026-01-31 15:38:17,No,Positive,9
CMT011039,TASK-12059,EMP145,Waiting for QA validation.,Review,Internal,2025-11-30 10:29:25,Yes,Positive,4
CMT011040,TASK-10485,EMP360,Issue reproduced successfully.,Investigation,Public,2026-06-12 10:48:26,Yes,Neutral,4
CMT011041,TASK-16766,EMP137,Fix developed and submitted for code review.,Customer Reply,Internal,2025-07-20 03:10:59,No,Negative,7
CMT011042,TASK-15695,EMP272,API response time has improved.,Investigation,Internal,2025-09-27 21:12:31,Yes,Negative,5
CMT011043,TASK-14100,EMP453,Code review completed successfully.,Deployment,Public,2024-07-26 04:03:33,Yes,Negative,10
CMT011044,TASK-19145,EMP453,Performance optimization implemented.,Update,Internal,2025-07-19 01:49:05,No,Neutral,7
CMT011045,TASK-17025,EMP421,Deployment completed in UAT.,Deployment,Internal,2025-07-11 18:28:08,No,Positive,5
CMT011046,TASK-11598,EMP320,Investigating the issue reported by the customer.,Update,Internal,2024-12-08 00:21:44,No,Negative,7
CMT011047,TASK-11009,EMP042,Database migration completed.,Investigation,Public,2025-02-26 22:18:34,Yes,Negative,5
CMT011048,TASK-12537,EMP287,Dependency updated successfully.,Update,Public,2025-08-04 01:32:28,Yes,Negative,10
CMT011049,TASK-10984,EMP477,Changes deployed to the development environment.,Deployment,Internal,2025-10-17 04:44:56,Yes,Positive,7
CMT011050,TASK-16866,EMP056,Dependency updated successfully.,Review,Public,2026-04-18 19:00:00,Yes,Positive,0
CMT011051,TASK-13191,EMP297,Database migration completed.,Update,Public,2025-06-18 06:44:28,Yes,Negative,9
CMT011052,TASK-16080,EMP001,Performance optimization implemented.,Testing,Internal,2024-08-02 08:38:09,No,Positive,3
CMT011053,TASK-17823,EMP003,Waiting for QA validation.,Review,Internal,2025-08-19 16:33:26,No,Neutral,6
CMT011054,TASK-10570,EMP310,Testing completed successfully.,Testing,Internal,2026-02-12 02:43:28,No,Negative,8
CMT011055,TASK-18365,EMP062,Task blocked due to external dependency.,Review,Public,2025-08-20 03:38:06,Yes,Positive,6
CMT011056,TASK-10425,EMP466,Dependency updated successfully.,Update,Public,2024-11-26 13:09:48,Yes,Negative,5
CMT011057,TASK-19325,EMP397,Investigating the issue reported by the customer.,Deployment,Internal,2025-03-03 14:43:27,No,Negative,10
CMT011058,TASK-14791,EMP205,Security validation completed.,Review,Public,2025-01-09 17:55:59,No,Negative,3
CMT011059,TASK-15860,EMP059,Task blocked due to external dependency.,Review,Public,2025-12-06 06:10:45,Yes,Negative,0
CMT011060,TASK-19022,EMP436,Unable to reproduce the reported issue.,Customer Reply,Public,2025-11-25 19:43:25,Yes,Positive,3
CMT011061,TASK-16330,EMP143,Waiting for QA validation.,Review,Public,2026-03-28 21:01:06,Yes,Negative,0
CMT011062,TASK-12553,EMP343,Unable to reproduce the reported issue.,Update,Public,2025-01-17 20:28:27,No,Positive,8
CMT011063,TASK-10992,EMP077,Deployment completed in UAT.,Customer Reply,Public,2025-11-26 08:59:10,Yes,Negative,5
CMT011064,TASK-13711,EMP235,Monitoring the application after deployment.,Customer Reply,Internal,2025-05-07 03:25:19,Yes,Neutral,0
CMT011065,TASK-16791,EMP066,Additional logs have been attached.,Customer Reply,Internal,2024-10-04 21:41:54,Yes,Negative,4
CMT011066,TASK-17837,EMP071,Production deployment scheduled.,Review,Internal,2025-11-09 14:45:01,Yes,Positive,5
CMT011067,TASK-19981,EMP368,Customer confirmed the fix.,Testing,Internal,2025-02-28 11:00:56,No,Positive,6
CMT011068,TASK-10602,EMP191,Testing completed successfully.,Review,Public,2026-06-26 03:16:20,No,Negative,7
CMT011069,TASK-10407,EMP270,Investigating the issue reported by the customer.,Testing,Internal,2025-12-24 07:17:24,No,Negative,0
CMT011070,TASK-12091,EMP201,Changes deployed to the development environment.,Update,Internal,2025-08-29 13:56:43,No,Neutral,4
CMT011071,TASK-14975,EMP405,Fix developed and submitted for code review.,Customer Reply,Internal,2026-03-24 23:33:45,No,Neutral,10
CMT011072,TASK-15185,EMP035,Unable to reproduce the reported issue.,Deployment,Public,2026-03-16 20:23:09,No,Positive,10
CMT011073,TASK-14341,EMP270,Code review completed successfully.,Review,Internal,2024-12-15 18:52:20,No,Positive,0
CMT011074,TASK-16932,EMP236,Dependency updated successfully.,Review,Internal,2024-12-31 01:38:29,Yes,Neutral,3
CMT011075,TASK-16473,EMP251,Testing completed successfully.,Deployment,Public,2026-06-24 16:06:04,No,Positive,1
CMT011076,TASK-19860,EMP260,Performance optimization implemented.,Review,Public,2026-06-20 01:57:26,No,Negative,2
CMT011077,TASK-15128,EMP167,Customer confirmed the fix.,Update,Public,2025-08-22 12:33:43,No,Negative,10
CMT011078,TASK-10772,EMP081,Customer confirmed the fix.,Customer Reply,Public,2026-06-23 21:38:51,No,Positive,2
CMT011079,TASK-15891,EMP232,Performance optimization implemented.,Customer Reply,Internal,2024-11-10 07:28:06,Yes,Negative,1
CMT011080,TASK-11063,EMP301,Production deployment scheduled.,Review,Internal,2025-03-06 16:26:48,Yes,Neutral,7
CMT011081,TASK-13492,EMP064,Issue reproduced successfully.,Update,Public,2024-10-19 19:30:31,Yes,Negative,7
CMT011082,TASK-12418,EMP294,Code review completed successfully.,Update,Internal,2024-08-01 05:40:37,Yes,Negative,6
CMT011083,TASK-16017,EMP321,Monitoring the application after deployment.,Review,Internal,2026-01-02 11:19:15,No,Negative,4
CMT011084,TASK-18671,EMP011,Customer confirmed the fix.,Review,Public,2025-08-23 06:52:52,No,Positive,3
CMT011085,TASK-19520,EMP430,Root cause identified and under analysis.,Investigation,Internal,2025-02-01 13:25:04,No,Neutral,4
CMT011086,TASK-14390,EMP363,Testing completed successfully.,Review,Public,2025-06-01 06:04:47,No,Positive,8
CMT011087,TASK-18197,EMP099,Task blocked due to external dependency.,Investigation,Public,2024-11-08 04:47:45,No,Negative,3
CMT011088,TASK-13804,EMP497,Additional logs have been attached.,Investigation,Public,2025-08-02 03:44:28,Yes,Neutral,0
CMT011089,TASK-19356,EMP213,Dependency updated successfully.,Testing,Internal,2024-07-23 06:16:40,No,Neutral,0
CMT011090,TASK-17600,EMP188,Issue reproduced successfully.,Review,Public,2026-04-29 06:22:23,No,Negative,1
CMT011091,TASK-10207,EMP261,Waiting for QA validation.,Update,Internal,2025-05-31 11:30:02,Yes,Neutral,5
CMT011092,TASK-17295,EMP387,Monitoring the application after deployment.,Investigation,Internal,2025-02-18 15:15:40,Yes,Positive,8
CMT011093,TASK-10170,EMP082,Issue reproduced successfully.,Deployment,Internal,2026-03-04 11:03:34,No,Neutral,10
CMT011094,TASK-14991,EMP263,Fix developed and submitted for code review.,Deployment,Public,2025-12-18 07:26:59,No,Negative,1
CMT011095,TASK-11795,EMP382,Investigating the issue reported by the customer.,Customer Reply,Public,2025-07-10 07:26:18,No,Neutral,1
CMT011096,TASK-10007,EMP480,Dependency updated successfully.,Investigation,Internal,2024-08-03 09:59:52,No,Negative,4
CMT011097,TASK-13309,EMP416,API response time has improved.,Customer Reply,Public,2025-06-25 18:52:42,No,Negative,1
CMT011098,TASK-10756,EMP144,Waiting for QA validation.,Testing,Internal,2024-09-07 01:30:01,No,Positive,9
CMT011099,TASK-18127,EMP435,Customer confirmed the fix.,Deployment,Internal,2026-01-15 01:52:22,Yes,Neutral,0
CMT011100,TASK-19547,EMP164,Issue reproduced successfully.,Investigation,Internal,2025-11-10 16:26:48,No,Negative,0
CMT011101,TASK-11361,EMP100,Root cause identified and under analysis.,Investigation,Internal,2025-08-11 13:07:21,Yes,Negative,5
CMT011102,TASK-18513,EMP414,Performance optimization implemented.,Review,Public,2025-11-16 10:32:59,Yes,Negative,9
CMT011103,TASK-15248,EMP109,Unable to reproduce the reported issue.,Deployment,Internal,2025-08-03 08:28:38,Yes,Negative,2
CMT011104,TASK-10851,EMP438,Monitoring the application after deployment.,Testing,Internal,2025-10-02 15:24:56,No,Neutral,10
CMT011105,TASK-12236,EMP276,Dependency updated successfully.,Investigation,Internal,2026-01-02 11:37:14,No,Neutral,9
CMT011106,TASK-13885,EMP374,Investigating the issue reported by the customer.,Testing,Public,2025-06-20 06:32:05,Yes,Neutral,2
CMT011107,TASK-11432,EMP152,Testing completed successfully.,Update,Public,2025-04-22 12:37:59,Yes,Positive,8
CMT011108,TASK-15217,EMP498,Monitoring the application after deployment.,Deployment,Public,2026-07-02 01:48:23,Yes,Negative,10
CMT011109,TASK-13150,EMP075,Monitoring the application after deployment.,Customer Reply,Public,2024-10-30 11:50:19,No,Neutral,9
CMT011110,TASK-17402,EMP448,Dependency updated successfully.,Deployment,Public,2026-07-06 09:31:30,Yes,Positive,10
CMT011111,TASK-14318,EMP107,API response time has improved.,Update,Public,2025-06-20 04:34:08,Yes,Neutral,6
CMT011112,TASK-17484,EMP008,Security validation completed.,Customer Reply,Internal,2024-07-23 13:42:52,No,Positive,4
CMT011113,TASK-16796,EMP044,Customer confirmed the fix.,Review,Public,2025-09-25 20:23:34,No,Negative,6
CMT011114,TASK-16962,EMP333,Root cause identified and under analysis.,Update,Internal,2024-12-14 05:08:31,Yes,Positive,2
CMT011115,TASK-12044,EMP425,Testing completed successfully.,Investigation,Public,2025-06-27 05:14:49,Yes,Negative,9
CMT011116,TASK-12143,EMP029,Fix developed and submitted for code review.,Investigation,Internal,2025-09-25 03:53:59,No,Neutral,7
CMT011117,TASK-17428,EMP138,Monitoring the application after deployment.,Customer Reply,Public,2025-02-15 21:52:55,No,Positive,1
CMT011118,TASK-13883,EMP416,Unable to reproduce the reported issue.,Review,Public,2025-11-28 17:30:46,Yes,Negative,8
CMT011119,TASK-15939,EMP410,Security validation completed.,Customer Reply,Internal,2025-12-04 03:54:34,No,Positive,5
CMT011120,TASK-10693,EMP022,Testing completed successfully.,Testing,Public,2025-01-10 21:15:05,No,Positive,6
CMT011121,TASK-15330,EMP375,API response time has improved.,Customer Reply,Public,2025-10-04 13:32:39,Yes,Positive,4
CMT011122,TASK-18721,EMP169,Security validation completed.,Investigation,Internal,2024-11-03 12:29:58,Yes,Negative,3
CMT011123,TASK-11648,EMP001,Issue reproduced successfully.,Customer Reply,Internal,2025-07-10 11:08:57,Yes,Positive,2
