Employee_ID,Department,Skill,Skill_Level,Experience_Years,Certification
EMP259,AI/ML,Pandas,Expert,3,No
EMP259,AI/ML,Python,Expert,9,No
EMP260,AI/ML,Python,Beginner,11,No
EMP260,AI/ML,Pandas,Intermediate,12,Yes
EMP260,AI/ML,XGBoost,Expert,5,No
EMP260,AI/ML,Scikit-learn,Intermediate,12,No
EMP260,AI/ML,TensorFlow,Intermediate,8,Yes
EMP261,QA,Manual Testing,Beginner,7,No
EMP261,QA,Postman,Advanced,5,Yes
EMP261,QA,TestNG,Advanced,9,No
EMP261,QA,Selenium,Advanced,7,No
EMP261,QA,API Testing,Beginner,6,Yes
EMP261,QA,Cypress,Beginner,7,No
EMP262,Database,PostgreSQL,Expert,2,No
EMP262,Database,MySQL,Expert,11,Yes
EMP262,Database,MongoDB,Expert,8,No
EMP263,DevOps,Terraform,Intermediate,8,No
EMP263,DevOps,Git,Expert,7,No
EMP263,DevOps,Azure DevOps,Expert,1,No
EMP264,QA,Playwright,Beginner,11,Yes
EMP264,QA,API Testing,Expert,5,Yes
EMP264,QA,Selenium,Expert,3,No
EMP264,QA,TestNG,Intermediate,8,Yes
EMP264,QA,JUnit,Expert,11,Yes
EMP265,Security,SIEM,Intermediate,8,Yes
EMP265,Security,Firewall,Intermediate,8,No
EMP265,Security,Azure Security,Expert,3,Yes
EMP266,AI/ML,Python,Advanced,12,No
EMP266,AI/ML,Pandas,Expert,3,Yes
EMP266,AI/ML,TensorFlow,Expert,12,No
EMP267,Frontend,Angular,Beginner,3,No
EMP267,Frontend,CSS,Intermediate,1,Yes
EMP267,Frontend,TypeScript,Beginner,6,Yes
EMP267,Frontend,HTML,Beginner,7,No
EMP267,Frontend,React,Beginner,11,Yes
EMP268,Data Engineering,Kafka,Expert,8,Yes
EMP268,Data Engineering,Delta Lake,Intermediate,6,Yes
EMP268,Data Engineering,SQL,Intermediate,7,Yes
EMP269,Security,SIEM,Beginner,10,Yes
EMP269,Security,OWASP,Expert,9,No
EMP269,Security,Pen Testing,Beginner,8,No
EMP269,Security,Firewall,Expert,3,No
EMP269,Security,Encryption,Expert,3,No
EMP270,Security,SOC,Intermediate,3,No
EMP270,Security,Firewall,Intermediate,5,No
EMP270,Security,OWASP,Advanced,9,Yes
EMP270,Security,SIEM,Advanced,1,Yes
EMP270,Security,Pen Testing,Beginner,11,No
EMP270,Security,Azure Security,Expert,1,No
EMP271,Security,OWASP,Beginner,4,Yes
EMP271,Security,SIEM,Beginner,8,No
EMP271,Security,Pen Testing,Beginner,5,Yes
EMP271,Security,SOC,Intermediate,9,Yes
EMP272,Support,Troubleshooting,Expert,5,No
EMP272,Support,Windows,Intermediate,10,No
EMP272,Support,Linux,Advanced,6,No
EMP272,Support,Networking,Beginner,5,No
EMP272,Support,Office365,Intermediate,3,Yes
EMP272,Support,ITIL,Beginner,11,No
EMP273,Database,Redis,Expert,6,No
EMP273,Database,Oracle,Beginner,7,No
EMP273,Database,Cassandra,Expert,9,Yes
EMP273,Database,SQL Server,Expert,2,No
EMP273,Database,PostgreSQL,Expert,1,No
EMP273,Database,MySQL,Beginner,6,Yes
EMP274,Support,ServiceNow,Expert,3,No
EMP274,Support,Active Directory,Beginner,5,Yes
EMP274,Support,ITIL,Beginner,4,No
EMP275,Support,Windows,Expert,7,No
EMP275,Support,Troubleshooting,Beginner,7,Yes
EMP275,Support,ITIL,Beginner,2,Yes
EMP275,Support,Linux,Expert,7,Yes
EMP276,DevOps,Azure DevOps,Advanced,1,No
EMP276,DevOps,Kubernetes,Beginner,2,No
EMP276,DevOps,Jenkins,Advanced,1,No
EMP276,DevOps,Ansible,Intermediate,7,No
EMP277,QA,Postman,Intermediate,7,Yes
EMP277,QA,Selenium,Expert,10,No
EMP277,QA,Playwright,Expert,12,Yes
EMP278,Security,SIEM,Expert,4,No
EMP278,Security,IAM,Beginner,11,No
EMP278,Security,Pen Testing,Intermediate,10,Yes
EMP278,Security,Encryption,Expert,3,No
EMP278,Security,OWASP,Intermediate,10,Yes
EMP278,Security,SOC,Beginner,10,Yes
EMP279,DevOps,Jenkins,Intermediate,5,No
EMP279,DevOps,Azure DevOps,Intermediate,7,Yes
EMP279,DevOps,Ansible,Expert,2,No
EMP280,Backend,Microservices,Intermediate,8,Yes
EMP280,Backend,Python,Expert,7,No
EMP280,Backend,REST API,Advanced,3,No
EMP280,Backend,Java,Beginner,4,No
EMP280,Backend,Spring Boot,Beginner,1,No
EMP281,Support,Active Directory,Expert,6,No
EMP281,Support,ServiceNow,Beginner,6,Yes
EMP281,Support,Networking,Intermediate,6,Yes
EMP281,Support,Linux,Expert,7,Yes
EMP281,Support,Office365,Advanced,12,Yes
EMP281,Support,Troubleshooting,Advanced,8,No
EMP282,Backend,REST API,Beginner,12,No
EMP282,Backend,Microservices,Expert,9,No
EMP282,Backend,Django,Advanced,4,Yes
EMP283,Backend,Django,Advanced,4,Yes
EMP283,Backend,REST API,Expert,8,No
EMP283,Backend,Spring Boot,Advanced,2,No
EMP283,Backend,Microservices,Advanced,2,No
EMP283,Backend,Python,Intermediate,9,No
EMP284,Cloud,S3,Intermediate,7,Yes
EMP284,Cloud,EC2,Expert,3,Yes
EMP284,Cloud,Azure,Beginner,2,Yes
EMP284,Cloud,AWS,Advanced,3,Yes
EMP284,Cloud,Azure Storage,Expert,5,No
EMP285,Data Engineering,Azure Data Factory,Advanced,9,No
EMP285,Data Engineering,Snowflake,Advanced,2,Yes
EMP285,Data Engineering,PySpark,Advanced,5,No
EMP285,Data Engineering,Airflow,Advanced,3,Yes
EMP286,Frontend,Bootstrap,Advanced,2,Yes
EMP286,Frontend,TypeScript,Beginner,12,No
EMP286,Frontend,Angular,Intermediate,8,Yes
EMP286,Frontend,React,Beginner,11,Yes
EMP286,Frontend,HTML,Intermediate,8,Yes
EMP286,Frontend,CSS,Intermediate,10,No
EMP287,Database,MongoDB,Advanced,12,Yes
EMP287,Database,SQL Server,Beginner,1,No
EMP287,Database,MySQL,Intermediate,7,No
EMP288,Support,ServiceNow,Intermediate,9,No
EMP288,Support,ITIL,Intermediate,10,Yes
EMP288,Support,Active Directory,Intermediate,4,No
EMP288,Support,Office365,Intermediate,2,Yes
EMP289,Backend,Python,Advanced,4,No
EMP289,Backend,Django,Beginner,2,Yes
EMP289,Backend,Flask,Expert,3,Yes
EMP289,Backend,Java,Beginner,1,No
EMP289,Backend,Microservices,Expert,9,No
EMP290,Cloud,Azure Storage,Beginner,4,Yes
EMP290,Cloud,Networking,Intermediate,6,No
EMP290,Cloud,AWS,Expert,11,No
EMP290,Cloud,S3,Intermediate,8,Yes
EMP290,Cloud,GCP,Advanced,7,No
EMP291,Data Engineering,Airflow,Beginner,5,Yes
EMP291,Data Engineering,SQL,Advanced,1,Yes
EMP291,Data Engineering,Azure Data Factory,Advanced,10,No
EMP292,Backend,Django,Intermediate,11,Yes
EMP292,Backend,FastAPI,Intermediate,1,Yes
EMP292,Backend,Spring Boot,Beginner,6,No
EMP292,Backend,Java,Intermediate,2,Yes
EMP293,Backend,REST API,Advanced,1,No
EMP293,Backend,Java,Advanced,10,Yes
EMP293,Backend,Django,Beginner,10,Yes
EMP294,Cloud,Azure,Advanced,8,No
EMP294,Cloud,AWS,Intermediate,4,Yes
EMP294,Cloud,Networking,Intermediate,12,No
EMP294,Cloud,GCP,Advanced,2,Yes
EMP294,Cloud,S3,Beginner,7,Yes
EMP295,Security,SIEM,Beginner,10,Yes
EMP295,Security,SOC,Beginner,4,No
EMP295,Security,Azure Security,Beginner,11,No
EMP295,Security,IAM,Advanced,12,No
EMP295,Security,OWASP,Expert,2,Yes
EMP296,Cloud,GCP,Beginner,7,Yes
EMP296,Cloud,S3,Expert,8,Yes
EMP296,Cloud,Azure Storage,Beginner,5,No
EMP296,Cloud,EC2,Beginner,7,No
EMP297,Support,Office365,Expert,8,No
EMP297,Support,Networking,Beginner,5,Yes
EMP297,Support,Troubleshooting,Advanced,10,Yes
EMP297,Support,Windows,Intermediate,8,No
EMP298,Security,Firewall,Beginner,10,Yes
EMP298,Security,SOC,Advanced,4,Yes
EMP298,Security,SIEM,Beginner,2,No
EMP298,Security,Encryption,Advanced,12,No
EMP298,Security,Azure Security,Expert,2,Yes
EMP298,Security,OWASP,Expert,12,No
EMP299,Security,IAM,Beginner,5,No
EMP299,Security,Pen Testing,Intermediate,6,No
EMP299,Security,Encryption,Beginner,12,No
EMP299,Security,SOC,Beginner,8,Yes
EMP299,Security,Firewall,Intermediate,6,Yes
EMP300,DevOps,Docker,Advanced,6,Yes
EMP300,DevOps,Linux,Intermediate,7,Yes
EMP300,DevOps,Kubernetes,Expert,1,Yes
EMP301,AI/ML,PyTorch,Beginner,12,Yes
EMP301,AI/ML,NLP,Expert,6,No
EMP301,AI/ML,TensorFlow,Beginner,7,No
EMP301,AI/ML,Scikit-learn,Beginner,5,Yes
EMP301,AI/ML,XGBoost,Advanced,11,Yes
EMP301,AI/ML,NumPy,Advanced,12,Yes
EMP302,DevOps,Jenkins,Beginner,7,No
EMP302,DevOps,Linux,Intermediate,9,Yes
EMP302,DevOps,Terraform,Beginner,2,Yes
EMP302,DevOps,Azure DevOps,Expert,5,No
EMP302,DevOps,Git,Expert,2,No
EMP303,Support,Active Directory,Advanced,11,No
EMP303,Support,ITIL,Beginner,2,Yes
EMP303,Support,Windows,Beginner,3,No
EMP303,Support,Office365,Intermediate,8,Yes
EMP303,Support,ServiceNow,Advanced,3,No
EMP304,DevOps,Docker,Expert,5,Yes
EMP304,DevOps,Ansible,Expert,9,No
EMP304,DevOps,Git,Expert,5,No
EMP304,DevOps,Jenkins,Advanced,4,No
EMP304,DevOps,Azure DevOps,Beginner,8,Yes
EMP305,Database,MongoDB,Beginner,2,No
EMP305,Database,Redis,Beginner,1,No
EMP305,Database,SQLite,Expert,2,Yes
EMP305,Database,PostgreSQL,Beginner,1,Yes
EMP305,Database,SQL Server,Beginner,4,Yes
EMP305,Database,Cassandra,Intermediate,1,Yes
EMP306,Backend,Microservices,Advanced,2,No
EMP306,Backend,REST API,Beginner,12,Yes
EMP306,Backend,Django,Expert,10,No
EMP306,Backend,Flask,Beginner,1,Yes
EMP307,Security,Encryption,Expert,2,No
EMP307,Security,Pen Testing,Beginner,2,Yes
EMP307,Security,Firewall,Beginner,6,No
EMP307,Security,IAM,Intermediate,4,Yes
EMP307,Security,OWASP,Beginner,12,Yes
EMP308,Data Engineering,Kafka,Beginner,6,Yes
EMP308,Data Engineering,PySpark,Beginner,12,Yes
EMP308,Data Engineering,Snowflake,Intermediate,3,No
EMP308,Data Engineering,Delta Lake,Intermediate,12,Yes
EMP308,Data Engineering,Databricks,Advanced,10,Yes
EMP308,Data Engineering,Azure Data Factory,Expert,4,No
EMP309,Backend,FastAPI,Expert,2,No
EMP309,Backend,REST API,Expert,4,Yes
EMP309,Backend,Flask,Advanced,10,Yes
EMP310,Backend,Flask,Beginner,6,No
EMP310,Backend,REST API,Expert,2,No
EMP310,Backend,FastAPI,Expert,6,Yes
EMP311,Security,IAM,Beginner,6,Yes
EMP311,Security,Encryption,Expert,7,Yes
EMP311,Security,OWASP,Expert,10,Yes
EMP311,Security,Firewall,Intermediate,4,No
EMP312,Cloud,AWS,Expert,5,No
EMP312,Cloud,Azure,Advanced,7,No
EMP312,Cloud,Terraform,Beginner,11,No
EMP312,Cloud,Networking,Intermediate,8,Yes
EMP312,Cloud,Azure Storage,Beginner,5,Yes
EMP312,Cloud,GCP,Expert,10,No
EMP313,Security,SIEM,Intermediate,7,Yes
EMP313,Security,SOC,Advanced,1,No
EMP313,Security,Pen Testing,Expert,5,No
EMP313,Security,Azure Security,Advanced,4,Yes
EMP313,Security,IAM,Advanced,3,No
EMP314,AI/ML,TensorFlow,Expert,6,Yes
EMP314,AI/ML,Scikit-learn,Intermediate,6,Yes
EMP314,AI/ML,NumPy,Expert,8,No
EMP314,AI/ML,Python,Advanced,10,Yes
EMP314,AI/ML,Pandas,Beginner,4,No
EMP314,AI/ML,XGBoost,Advanced,10,Yes
EMP315,Security,SIEM,Expert,7,Yes
EMP315,Security,OWASP,Advanced,1,Yes
EMP315,Security,Azure Security,Advanced,8,No
EMP315,Security,Pen Testing,Advanced,9,Yes
EMP315,Security,IAM,Expert,8,Yes
EMP316,AI/ML,Scikit-learn,Expert,10,No
EMP316,AI/ML,PyTorch,Intermediate,2,No
EMP316,AI/ML,Python,Advanced,6,Yes
EMP316,AI/ML,XGBoost,Advanced,10,No
EMP316,AI/ML,Pandas,Advanced,3,No
EMP317,AI/ML,NumPy,Advanced,5,No
EMP317,AI/ML,Scikit-learn,Expert,7,Yes
EMP317,AI/ML,Pandas,Beginner,2,No
EMP317,AI/ML,NLP,Expert,11,Yes
EMP317,AI/ML,XGBoost,Intermediate,9,No
EMP318,Data Engineering,Snowflake,Beginner,11,Yes
EMP318,Data Engineering,Databricks,Expert,7,No
EMP318,Data Engineering,Airflow,Beginner,4,Yes
EMP318,Data Engineering,Azure Data Factory,Beginner,12,Yes
EMP319,Database,Oracle,Advanced,5,Yes
EMP319,Database,Redis,Beginner,10,No
EMP319,Database,MySQL,Intermediate,10,No
EMP319,Database,MongoDB,Expert,12,No
EMP320,Data Engineering,SQL,Beginner,11,Yes
EMP320,Data Engineering,Databricks,Intermediate,10,No
EMP320,Data Engineering,PySpark,Expert,8,Yes
EMP320,Data Engineering,Delta Lake,Intermediate,6,No
EMP320,Data Engineering,Kafka,Advanced,3,No
EMP321,Security,Encryption,Intermediate,11,No
EMP321,Security,SIEM,Beginner,12,Yes
EMP321,Security,Azure Security,Beginner,9,Yes
EMP321,Security,OWASP,Advanced,4,No
EMP322,Backend,Microservices,Beginner,6,No
EMP322,Backend,Django,Intermediate,6,No
EMP322,Backend,Spring Boot,Intermediate,5,Yes
EMP322,Backend,Java,Expert,8,Yes
EMP323,QA,Cypress,Expert,2,Yes
EMP323,QA,TestNG,Beginner,7,No
EMP323,QA,API Testing,Expert,7,Yes
EMP323,QA,Manual Testing,Intermediate,11,No
EMP323,QA,Selenium,Beginner,10,Yes
EMP324,Frontend,JavaScript,Expert,1,No
EMP324,Frontend,Angular,Advanced,10,No
EMP324,Frontend,HTML,Expert,5,No
EMP324,Frontend,CSS,Beginner,9,No
EMP324,Frontend,Bootstrap,Intermediate,1,No
EMP324,Frontend,React,Advanced,3,No
EMP325,QA,Postman,Intermediate,4,Yes
EMP325,QA,JUnit,Advanced,8,No
EMP325,QA,Selenium,Expert,7,Yes
EMP326,Cloud,Networking,Intermediate,12,No
EMP326,Cloud,GCP,Expert,5,Yes
EMP326,Cloud,AWS,Advanced,6,No
EMP326,Cloud,Terraform,Expert,9,Yes
EMP327,Support,Networking,Intermediate,7,No
EMP327,Support,Troubleshooting,Intermediate,5,No
EMP327,Support,Linux,Beginner,10,Yes
EMP328,Backend,REST API,Advanced,10,No
EMP328,Backend,Microservices,Intermediate,2,Yes
EMP328,Backend,FastAPI,Advanced,11,No
EMP328,Backend,Python,Expert,12,Yes
EMP329,Security,OWASP,Advanced,11,Yes
EMP329,Security,SOC,Intermediate,10,Yes
EMP329,Security,SIEM,Beginner,3,Yes
EMP329,Security,Firewall,Intermediate,9,No
EMP329,Security,Azure Security,Expert,5,No
EMP330,Support,Active Directory,Advanced,11,Yes
EMP330,Support,Office365,Intermediate,9,No
EMP330,Support,Troubleshooting,Beginner,10,No
EMP330,Support,Networking,Advanced,2,No
EMP330,Support,Windows,Expert,4,No
EMP330,Support,ITIL,Expert,9,No
EMP331,Cloud,Azure Storage,Beginner,5,No
EMP331,Cloud,Terraform,Advanced,2,No
EMP331,Cloud,EC2,Advanced,11,Yes
EMP332,Cloud,Networking,Advanced,5,Yes
EMP332,Cloud,GCP,Advanced,8,Yes
EMP332,Cloud,EC2,Intermediate,1,Yes
EMP333,DevOps,Git,Advanced,11,Yes
EMP333,DevOps,Linux,Beginner,5,Yes
EMP333,DevOps,Azure DevOps,Intermediate,2,No
EMP333,DevOps,Docker,Expert,2,No
EMP333,DevOps,Jenkins,Expert,9,Yes
EMP334,Data Engineering,Kafka,Intermediate,12,Yes
EMP334,Data Engineering,Delta Lake,Advanced,3,Yes
EMP334,Data Engineering,PySpark,Expert,3,Yes
EMP335,Cloud,Terraform,Expert,1,No
EMP335,Cloud,AWS,Beginner,12,Yes
EMP335,Cloud,GCP,Beginner,1,No
EMP336,DevOps,Jenkins,Intermediate,11,Yes
EMP336,DevOps,Linux,Expert,6,No
EMP336,DevOps,Docker,Intermediate,10,No
EMP337,Database,Redis,Expert,9,Yes
EMP337,Database,Oracle,Expert,10,Yes
EMP337,Database,MongoDB,Intermediate,2,No
EMP337,Database,PostgreSQL,Beginner,5,Yes
EMP338,QA,Playwright,Intermediate,4,Yes
EMP338,QA,JUnit,Intermediate,10,No
EMP338,QA,TestNG,Expert,9,No
EMP338,QA,API Testing,Expert,5,No
EMP338,QA,Postman,Expert,5,Yes
EMP339,Backend,FastAPI,Beginner,11,Yes
EMP339,Backend,Python,Expert,2,Yes
EMP339,Backend,Django,Advanced,6,Yes
EMP339,Backend,REST API,Intermediate,10,No
EMP340,AI/ML,PyTorch,Beginner,5,No
EMP340,AI/ML,NumPy,Expert,6,No
EMP340,AI/ML,Pandas,Expert,12,No
EMP341,DevOps,Linux,Intermediate,11,No
EMP341,DevOps,Git,Intermediate,8,Yes
EMP341,DevOps,Terraform,Advanced,8,No
EMP341,DevOps,Jenkins,Beginner,11,Yes
EMP341,DevOps,Ansible,Expert,7,Yes
EMP341,DevOps,Kubernetes,Beginner,6,No
EMP342,AI/ML,Python,Intermediate,8,Yes
EMP342,AI/ML,NLP,Beginner,6,No
EMP342,AI/ML,Scikit-learn,Advanced,10,No
EMP343,QA,Selenium,Intermediate,3,Yes
EMP343,QA,Postman,Intermediate,1,No
EMP343,QA,API Testing,Intermediate,9,Yes
EMP343,QA,Manual Testing,Beginner,8,No
EMP343,QA,Cypress,Intermediate,10,No
EMP343,QA,JUnit,Beginner,1,No
EMP344,Security,Firewall,Expert,4,No
EMP344,Security,IAM,Advanced,6,Yes
EMP344,Security,OWASP,Intermediate,2,No
EMP344,Security,Encryption,Intermediate,12,No
EMP344,Security,SIEM,Beginner,11,No
EMP345,Frontend,Vue.js,Beginner,5,No
EMP345,Frontend,JavaScript,Beginner,5,Yes
EMP345,Frontend,CSS,Intermediate,4,Yes
EMP345,Frontend,TypeScript,Advanced,10,No
EMP345,Frontend,React,Intermediate,9,Yes
EMP346,DevOps,Git,Beginner,11,Yes
EMP346,DevOps,Ansible,Expert,10,No
EMP346,DevOps,Jenkins,Advanced,4,Yes
EMP346,DevOps,Terraform,Advanced,12,No
EMP347,Database,SQLite,Expert,10,No
EMP347,Database,MySQL,Advanced,3,Yes
EMP347,Database,MongoDB,Expert,2,Yes
EMP348,Frontend,CSS,Beginner,7,No
EMP348,Frontend,Vue.js,Advanced,10,No
EMP348,Frontend,TypeScript,Advanced,2,Yes
EMP348,Frontend,JavaScript,Intermediate,1,No
EMP348,Frontend,React,Intermediate,7,No
EMP349,AI/ML,XGBoost,Intermediate,9,Yes
EMP349,AI/ML,Python,Beginner,6,Yes
EMP349,AI/ML,TensorFlow,Expert,1,Yes
EMP349,AI/ML,Pandas,Beginner,3,Yes
EMP349,AI/ML,NLP,Expert,9,No
EMP350,QA,TestNG,Intermediate,5,Yes
EMP350,QA,Cypress,Beginner,1,Yes
EMP350,QA,API Testing,Beginner,3,Yes
EMP350,QA,Manual Testing,Beginner,3,No
EMP350,QA,Playwright,Advanced,12,Yes
EMP350,QA,JUnit,Intermediate,8,No
EMP351,Data Engineering,SQL,Expert,10,No
EMP351,Data Engineering,Kafka,Advanced,9,No
EMP351,Data Engineering,Airflow,Expert,11,Yes
EMP351,Data Engineering,Delta Lake,Expert,11,Yes
EMP351,Data Engineering,PySpark,Intermediate,3,Yes
EMP351,Data Engineering,Azure Data Factory,Advanced,2,No
EMP352,Database,MySQL,Advanced,11,Yes
EMP352,Database,PostgreSQL,Beginner,5,No
EMP352,Database,Cassandra,Expert,6,No
EMP353,Security,Pen Testing,Intermediate,4,No
EMP353,Security,SOC,Intermediate,12,No
EMP353,Security,SIEM,Beginner,7,Yes
EMP353,Security,IAM,Advanced,4,No
EMP354,Security,Azure Security,Expert,10,Yes
EMP354,Security,Pen Testing,Beginner,3,Yes
EMP354,Security,OWASP,Intermediate,5,No
EMP355,Support,Troubleshooting,Intermediate,12,No
EMP355,Support,Linux,Advanced,5,Yes
EMP355,Support,Networking,Beginner,6,Yes
EMP355,Support,Active Directory,Expert,7,Yes
EMP355,Support,ServiceNow,Beginner,6,No
EMP356,Frontend,React,Beginner,4,Yes
EMP356,Frontend,TypeScript,Beginner,2,Yes
EMP356,Frontend,Angular,Expert,11,Yes
EMP356,Frontend,Bootstrap,Beginner,2,No
EMP357,Database,MySQL,Beginner,1,No
EMP357,Database,Redis,Advanced,4,Yes
EMP357,Database,Cassandra,Expert,4,Yes
EMP357,Database,PostgreSQL,Expert,1,Yes
EMP357,Database,SQL Server,Advanced,11,No
EMP358,Frontend,Bootstrap,Expert,11,Yes
EMP358,Frontend,TypeScript,Advanced,11,No
EMP358,Frontend,React,Intermediate,10,No
EMP359,Support,Active Directory,Expert,9,Yes
EMP359,Support,Office365,Advanced,8,No
EMP359,Support,Networking,Beginner,11,No
EMP359,Support,Windows,Intermediate,3,Yes
EMP360,Data Engineering,PySpark,Intermediate,6,No
EMP360,Data Engineering,Delta Lake,Expert,3,No
EMP360,Data Engineering,Kafka,Expert,7,Yes
EMP360,Data Engineering,Azure Data Factory,Beginner,7,Yes
EMP361,Backend,Django,Beginner,9,No
EMP361,Backend,Flask,Advanced,2,Yes
EMP361,Backend,Java,Intermediate,5,Yes
EMP361,Backend,Python,Beginner,9,Yes
EMP361,Backend,FastAPI,Advanced,5,Yes
EMP361,Backend,Spring Boot,Intermediate,2,No
EMP362,Cloud,Azure,Intermediate,2,No
EMP362,Cloud,Networking,Intermediate,7,Yes
EMP362,Cloud,AWS,Beginner,9,Yes
EMP362,Cloud,Azure Storage,Expert,6,Yes
EMP362,Cloud,S3,Advanced,12,Yes
EMP362,Cloud,EC2,Expert,5,No
EMP363,AI/ML,NLP,Advanced,8,No
EMP363,AI/ML,Scikit-learn,Advanced,7,Yes
EMP363,AI/ML,TensorFlow,Beginner,4,No
EMP363,AI/ML,NumPy,Advanced,5,Yes
EMP364,Database,PostgreSQL,Beginner,3,No
EMP364,Database,Redis,Advanced,8,Yes
EMP364,Database,MySQL,Intermediate,10,Yes
EMP364,Database,SQL Server,Intermediate,7,No
EMP365,Security,Azure Security,Intermediate,11,Yes
EMP365,Security,OWASP,Beginner,11,No
EMP365,Security,Pen Testing,Beginner,11,No
EMP366,Support,ITIL,Expert,11,Yes
EMP366,Support,Troubleshooting,Beginner,3,No
EMP366,Support,Active Directory,Beginner,8,Yes
EMP366,Support,ServiceNow,Beginner,12,Yes
EMP366,Support,Windows,Advanced,4,No
EMP367,DevOps,Docker,Advanced,6,Yes
EMP367,DevOps,Kubernetes,Advanced,4,Yes
EMP367,DevOps,Ansible,Intermediate,2,No
EMP367,DevOps,Jenkins,Beginner,9,Yes
EMP368,AI/ML,Pandas,Expert,2,Yes
EMP368,AI/ML,TensorFlow,Beginner,9,Yes
EMP368,AI/ML,Scikit-learn,Advanced,11,Yes
EMP369,AI/ML,PyTorch,Advanced,6,Yes
EMP369,AI/ML,NLP,Intermediate,8,No
EMP369,AI/ML,TensorFlow,Advanced,8,Yes
EMP369,AI/ML,Scikit-learn,Intermediate,7,Yes
EMP369,AI/ML,Python,Intermediate,10,Yes
EMP369,AI/ML,XGBoost,Beginner,8,No
EMP370,DevOps,Git,Advanced,6,No
EMP370,DevOps,Kubernetes,Intermediate,3,No
EMP370,DevOps,Linux,Beginner,7,No
EMP370,DevOps,Jenkins,Advanced,11,No
EMP370,DevOps,Docker,Expert,9,No
EMP370,DevOps,Terraform,Intermediate,2,Yes
EMP371,AI/ML,Scikit-learn,Expert,2,Yes
EMP371,AI/ML,Python,Intermediate,4,No
EMP371,AI/ML,NumPy,Beginner,8,Yes
EMP371,AI/ML,TensorFlow,Beginner,9,No
EMP371,AI/ML,PyTorch,Expert,9,Yes
EMP371,AI/ML,NLP,Intermediate,5,Yes
EMP372,Security,SIEM,Advanced,1,No
EMP372,Security,SOC,Advanced,9,Yes
EMP372,Security,IAM,Intermediate,2,Yes
EMP372,Security,Azure Security,Expert,3,No
EMP372,Security,Firewall,Beginner,3,No
EMP372,Security,Pen Testing,Beginner,7,No
EMP373,Backend,Flask,Beginner,12,No
EMP373,Backend,Django,Beginner,5,Yes
EMP373,Backend,FastAPI,Advanced,8,Yes
EMP373,Backend,Spring Boot,Expert,2,No
EMP373,Backend,REST API,Intermediate,1,Yes
EMP374,Cloud,Terraform,Advanced,5,No
EMP374,Cloud,Azure Storage,Expert,5,No
EMP374,Cloud,Networking,Expert,1,Yes
EMP374,Cloud,S3,Expert,3,Yes
EMP374,Cloud,EC2,Expert,4,No
EMP375,QA,Selenium,Expert,2,Yes
EMP375,QA,TestNG,Beginner,8,No
EMP375,QA,Playwright,Beginner,10,No
EMP375,QA,API Testing,Advanced,5,Yes
EMP375,QA,Manual Testing,Intermediate,7,Yes
EMP376,Backend,Java,Intermediate,12,Yes
EMP376,Backend,Microservices,Expert,2,No
EMP376,Backend,Spring Boot,Intermediate,10,No
EMP377,QA,Playwright,Expert,6,Yes
EMP377,QA,Postman,Beginner,11,No
EMP377,QA,API Testing,Beginner,6,No
EMP377,QA,JUnit,Expert,12,No
EMP377,QA,Selenium,Intermediate,9,Yes
EMP377,QA,Cypress,Intermediate,4,Yes
EMP378,AI/ML,Pandas,Advanced,5,Yes
EMP378,AI/ML,NLP,Advanced,1,No
EMP378,AI/ML,PyTorch,Expert,5,No
EMP378,AI/ML,XGBoost,Advanced,9,Yes
EMP379,Cloud,AWS,Beginner,2,No
EMP379,Cloud,Azure,Beginner,3,No
EMP379,Cloud,Networking,Advanced,10,Yes
EMP380,Database,MongoDB,Advanced,10,No
EMP380,Database,MySQL,Expert,5,Yes
EMP380,Database,PostgreSQL,Intermediate,12,No
EMP380,Database,Oracle,Intermediate,6,No
EMP380,Database,Redis,Intermediate,7,Yes
EMP380,Database,SQLite,Beginner,3,Yes
EMP381,DevOps,Terraform,Expert,1,Yes
EMP381,DevOps,Linux,Advanced,12,Yes
EMP381,DevOps,Kubernetes,Intermediate,12,Yes
EMP382,Frontend,Vue.js,Advanced,6,Yes
EMP382,Frontend,Bootstrap,Intermediate,9,No
EMP382,Frontend,Angular,Beginner,10,Yes
EMP382,Frontend,React,Expert,6,Yes
EMP382,Frontend,CSS,Advanced,8,No
EMP383,DevOps,Git,Advanced,7,No
EMP383,DevOps,Ansible,Expert,10,Yes
EMP383,DevOps,Linux,Intermediate,11,No
EMP383,DevOps,Terraform,Advanced,11,Yes
EMP383,DevOps,Jenkins,Beginner,8,Yes
EMP384,DevOps,Git,Beginner,11,No
EMP384,DevOps,Kubernetes,Advanced,4,No
EMP384,DevOps,Linux,Expert,1,No
EMP384,DevOps,Terraform,Expert,7,No
EMP384,DevOps,Ansible,Intermediate,7,No
EMP385,Frontend,Bootstrap,Beginner,10,No
EMP385,Frontend,HTML,Expert,8,Yes
EMP385,Frontend,Vue.js,Expert,12,Yes
EMP386,Backend,Flask,Expert,9,Yes
EMP386,Backend,Java,Intermediate,1,No
EMP386,Backend,Python,Advanced,2,No
EMP386,Backend,Django,Beginner,12,No
EMP386,Backend,Spring Boot,Advanced,8,No
EMP387,QA,Postman,Intermediate,7,No
EMP387,QA,Cypress,Advanced,12,Yes
EMP387,QA,JUnit,Intermediate,12,Yes
EMP388,Backend,Java,Advanced,2,No
